,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,AGE_GROUP
1387,325158489,0,22JUN63,36.0,2,12.0,39.4,No,152.463,Yes,z_F,z_High School,Clerical,54,Private,5.1,1,z_SUV,no,0.0,0,No,0,2.034,1.0,1,Highly Urban/ Urban,0.0
1388,327882186,1,06MAR62,37.0,2,0.0,0.0,No,80.883,Yes,z_F,Bachelors,Home Maker,26,Private,7.07,1,Sports Car,no,982.0,3,No,1,2.753,6.0,1,Highly Urban/ Urban,1.0
1389,514595523,0,03AUG55,44.0,0,0.0,0.0,No,97.04,Yes,z_F,z_High School,Home Maker,36,Private,1.5,7,z_SUV,no,0.0,0,No,1,0.0,8.0,0,z_Highly Rural/ Rural,1.0
1390,14285900,0,25APR46,53.0,0,13.0,117.854,No,0.0,z_No,M,Masters,Lawyer,5,Private,6.8,10,Pickup,yes,0.0,0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,2.0
1391,960111964,0,04DEC51,47.0,0,0.0,0.0,No,121.454,Yes,z_F,Masters,Home Maker,23,Commercial,23.06,17,Pickup,no,8.752,3,No,0,4.868,18.0,1,Highly Urban/ Urban,2.0
1392,218053322,1,25NOV41,57.0,1,14.0,41.645,No,160.772,Yes,M,z_High School,Professional,23,Commercial,7.2,4,Pickup,yes,5.04,2,No,0,4.389,5.0,1,Highly Urban/ Urban,3.0
1393,804109445,0,17JAN45,54.0,0,13.0,77.864,No,299.542,Yes,M,Bachelors,z_Blue Collar,72,Commercial,26.93,1,Minivan,yes,0.0,0,No,0,0.0,13.0,0,z_Highly Rural/ Rural,2.0
1394,600674233,0,06JUN53,46.0,0,10.0,37.36,No,0.0,z_No,z_F,Masters,Home Maker,24,Private,22.77,4,Minivan,no,0.0,0,No,1,0.0,16.0,0,z_Highly Rural/ Rural,1.0
1395,148932515,0,01SEP62,37.0,0,12.0,102.604,No,276.929,Yes,M,Bachelors,Professional,38,Commercial,21.62,7,Van,no,5.222,1,No,2,4.451,1.0,1,Highly Urban/ Urban,1.0
1396,302594351,0,22SEP43,56.0,0,15.0,118.666,No,335.737,Yes,M,Bachelors,z_Blue Collar,59,Commercial,15.39,1,Minivan,yes,0.0,0,No,0,0.0,9.0,0,z_Highly Rural/ Rural,2.0
1397,9283031,0,15JUN34,65.0,0,15.0,22.481,No,127.617,Yes,z_F,z_High School,Clerical,14,Private,11.34,9,Sports Car,no,33.075,1,Yes,0,4.699,1.0,1,Highly Urban/ Urban,3.0
1398,98258048,0,11JAN46,53.0,0,9.0,12.336,No,136.383,z_No,z_F,PhD,Home Maker,33,Private,25.95,1,Minivan,no,2.367,1,No,5,0.0,10.0,0,Highly Urban/ Urban,2.0
1400,4849209,1,23SEP59,40.0,1,10.0,30.12,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,20,Private,4.51,1,Sports Car,no,14.646,1,No,0,0.0,0.0,0,z_Highly Rural/ Rural,1.0
1401,408480738,0,24MAR47,52.0,0,7.0,64.531,No,0.0,z_No,M,Bachelors,z_Blue Collar,34,Commercial,6.7,10,Pickup,no,5.524,2,No,2,4.419,16.0,1,Highly Urban/ Urban,2.0
1402,379183515,0,08APR49,50.0,0,14.0,17.557,No,81.891,Yes,z_F,<High School,Clerical,21,Private,9.54,1,z_SUV,no,0.0,0,No,0,0.0,9.0,0,Highly Urban/ Urban,2.0
1403,308799522,0,09OCT55,44.0,0,11.0,62.346,No,0.0,z_No,M,Masters,Professional,42,Private,5.9,1,Pickup,yes,0.0,0,Yes,0,0.0,18.0,0,Highly Urban/ Urban,1.0
1404,96173378,0,02DEC46,52.0,0,11.0,81.849,No,273.961,Yes,z_F,z_High School,z_Blue Collar,56,Commercial,6.7,1,z_SUV,no,4.235,3,No,6,5.497,1.0,1,Highly Urban/ Urban,2.0
1405,843851522,1,03FEB62,37.0,2,7.0,89.343,Yes,251.826,z_No,z_F,Bachelors,Professional,64,Private,14.13,1,Sports Car,no,6.265,2,No,0,3.643,8.0,1,Highly Urban/ Urban,1.0
1406,108496672,0,22SEP56,43.0,2,16.0,63.612,No,220.417,Yes,M,z_High School,Clerical,57,Private,12.16,10,Minivan,no,0.0,0,No,1,0.0,1.0,0,z_Highly Rural/ Rural,1.0
1407,519300087,0,14DEC51,47.0,0,8.0,63.752,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,49,Private,9.55,1,Minivan,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,2.0
1408,847998804,0,30JUN58,41.0,0,12.0,17.996,No,94.434,z_No,z_F,z_High School,Home Maker,27,Private,5.6,10,z_SUV,no,1.391,1,No,1,0.0,6.0,0,Highly Urban/ Urban,1.0
1409,672549561,0,12FEB48,51.0,0,11.0,102.41,No,0.0,z_No,M,Masters,Professional,56,Private,14.62,3,Minivan,no,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban,2.0
1410,530251708,1,11JAN60,39.0,1,12.0,70.673,No,223.484,Yes,M,z_High School,z_Blue Collar,55,Commercial,17.9,1,Van,no,0.0,0,No,0,0.0,9.0,0,z_Highly Rural/ Rural,1.0
1411,185505417,0,28NOV50,48.0,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Home Maker,5,Private,8.64,1,z_SUV,no,0.0,0,No,4,0.0,1.0,0,Highly Urban/ Urban,2.0
1412,66782260,0,29MAR65,34.0,2,12.0,55.229,No,202.455,Yes,z_F,Bachelors,z_Blue Collar,56,Commercial,8.39,10,z_SUV,no,0.0,0,No,0,0.0,6.0,0,Highly Urban/ Urban,0.0
1413,214927448,0,07JAN41,58.0,0,8.0,77.886,No,270.55,Yes,M,Bachelors,Professional,34,Commercial,42.01,4,Panel Truck,yes,6.138,1,No,8,0.0,8.0,0,Highly Urban/ Urban,3.0
1414,805454074,0,11APR65,34.0,0,5.0,59.972,No,165.806,z_No,M,Bachelors,Professional,51,Commercial,23.04,1,Panel Truck,no,0.0,0,No,3,931.0,7.0,1,Highly Urban/ Urban,0.0
1415,607763262,0,22SEP56,43.0,0,6.0,39.273,No,0.0,z_No,M,z_High School,z_Blue Collar,39,Commercial,21.66,6,Van,no,0.0,0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,1.0
1416,352733454,0,27JUL62,37.0,0,7.0,114.636,No,300.906,Yes,z_F,Bachelors,Manager,34,Private,33.24,6,z_SUV,no,0.0,0,No,2,0.0,12.0,0,Highly Urban/ Urban,1.0
1417,761909052,0,27NOV57,41.0,0,10.0,27.907,No,152.144,z_No,z_F,z_High School,Home Maker,40,Private,8.39,6,Sports Car,no,0.0,0,No,4,0.0,6.0,0,z_Highly Rural/ Rural,1.0
1418,318075197,1,20JUL37,62.0,1,2.0,54.776,No,237.217,Yes,z_F,Masters,Lawyer,16,Private,15.77,4,Sports Car,no,11.035,1,No,6,0.0,14.0,0,Highly Urban/ Urban,3.0
1419,457288786,2,23NOV58,40.0,2,14.0,12.339,No,107.774,Yes,M,Masters,Manager,47,Commercial,22.31,1,Van,yes,3.816,3,No,5,7.406,15.0,1,Highly Urban/ Urban,1.0
1420,973329537,0,17DEC52,46.0,0,9.0,19.814,No,0.0,Yes,M,z_High School,Student,14,Private,7.31,7,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1421,821783400,0,16JUN56,43.0,2,15.0,97.61,No,0.0,Yes,z_F,Masters,Lawyer,14,Private,21.72,1,Pickup,no,0.0,0,No,1,0.0,15.0,0,Highly Urban/ Urban,1.0
1422,852625368,0,06AUG69,30.0,2,12.0,78.213,No,245.925,Yes,z_F,<High School,z_Blue Collar,57,Private,17.63,10,z_SUV,no,0.0,0,No,3,0.0,0.0,0,z_Highly Rural/ Rural,0.0
1423,945502940,0,27MAR57,42.0,0,6.0,22.019,No,140.727,Yes,M,z_High School,z_Blue Collar,47,Commercial,12.1,1,Minivan,yes,1.738,1,No,0,0.0,9.0,0,Highly Urban/ Urban,1.0
1424,493488273,1,28OCT58,41.0,2,15.0,79.648,Yes,0.0,z_No,z_F,Masters,Lawyer,18,Private,25.99,1,Minivan,no,0.0,0,Yes,3,0.0,14.0,0,Highly Urban/ Urban,1.0
1425,384934557,0,20JAN61,38.0,1,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,17,Private,5.85,6,z_SUV,no,5.09,1,No,6,3.333,8.0,1,z_Highly Rural/ Rural,1.0
1426,117032050,0,09SEP52,47.0,0,11.0,69.616,No,264.84,Yes,M,Bachelors,z_Blue Collar,63,Commercial,10.51,4,Minivan,no,0.0,0,No,0,0.0,13.0,0,Highly Urban/ Urban,2.0
1427,151800477,0,27NOV69,29.0,2,13.0,26.413,No,172.043,Yes,z_F,z_High School,Clerical,29,Commercial,16.2,4,Pickup,no,0.0,0,No,1,8.484,1.0,1,Highly Urban/ Urban,0.0
1428,786755285,0,06APR61,38.0,0,12.0,31.615,No,151.255,Yes,M,<High School,z_Blue Collar,36,Private,5.4,1,Pickup,no,4.843,3,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1429,650019033,0,15OCT37,62.0,0,12.0,34.033,No,0.0,z_No,M,z_High School,z_Blue Collar,69,Commercial,11.1,14,Sports Car,no,4.821,3,No,7,8.162,1.0,1,Highly Urban/ Urban,3.0
1430,983095699,0,21APR61,38.0,0,4.0,22.036,No,158.037,Yes,M,z_High School,Clerical,32,Commercial,7.5,6,Pickup,yes,9.416,1,No,2,5.629,0.0,1,Highly Urban/ Urban,1.0
1431,737237055,0,16APR58,41.0,2,13.0,0.0,Yes,240.52,z_No,z_F,Bachelors,Professional,25,Private,19.6,4,Sports Car,no,3.22,3,No,0,0.0,7.0,0,Highly Urban/ Urban,1.0
1432,521036720,0,31DEC51,47.0,0,0.0,0.0,No,0.0,z_No,M,Bachelors,Student,25,Commercial,12.03,1,Minivan,yes,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban,2.0
1433,391162020,0,15APR71,28.0,2,10.0,23.427,No,98.357,Yes,z_F,<High School,Clerical,50,Private,6.64,4,z_SUV,no,17.308,3,Yes,6,4.026,1.0,1,Highly Urban/ Urban,0.0
1434,803824722,2,15NOV55,44.0,2,13.0,155.897,Yes,398.191,z_No,z_F,Masters,Lawyer,84,Private,33.8,4,Minivan,no,0.0,0,No,1,0.0,12.0,0,z_Highly Rural/ Rural,1.0
1435,386659377,0,02NOV69,30.0,2,11.0,134.792,Yes,304.438,z_No,z_F,Bachelors,z_Blue Collar,28,Commercial,23.56,6,Pickup,no,0.0,0,No,3,0.0,9.0,0,Highly Urban/ Urban,0.0
1436,40478781,1,25NOV61,37.0,1,7.0,17.589,No,132.645,Yes,z_F,<High School,Clerical,51,Private,9.37,6,z_SUV,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1437,664012623,0,20MAR42,57.0,0,12.0,68.35,No,222.894,Yes,M,Bachelors,z_Blue Collar,15,Commercial,18.7,8,Van,no,2.757,1,No,1,0.0,11.0,0,Highly Urban/ Urban,3.0
1438,108286925,0,10MAY50,49.0,0,12.0,4.542,No,116.36,Yes,z_F,Bachelors,Home Maker,33,Private,6.85,6,z_SUV,no,0.0,0,No,0,0.0,5.0,0,Highly Urban/ Urban,2.0
1439,292763066,0,07SEP46,53.0,0,13.0,70.494,No,227.305,Yes,M,PhD,Manager,22,Private,13.85,4,Minivan,yes,0.0,0,No,3,0.0,15.0,0,Highly Urban/ Urban,2.0
1440,93454550,0,06JAN64,35.0,1,0.0,0.0,No,0.0,Yes,z_F,z_High School,Student,53,Private,11.63,1,z_SUV,no,9.624,2,No,6,4.027,1.0,1,Highly Urban/ Urban,0.0
1441,966115349,0,02JUL54,45.0,2,15.0,39.196,Yes,0.0,z_No,z_F,z_High School,Professional,25,Private,17.3,14,Sports Car,no,7.41,3,No,3,0.0,1.0,0,Highly Urban/ Urban,1.0
1442,311621084,0,23SEP59,40.0,3,17.0,96.169,No,281.91,Yes,z_F,Bachelors,Manager,34,Private,17.17,10,Minivan,no,0.0,0,No,2,0.0,8.0,0,Highly Urban/ Urban,1.0
1443,303127881,1,17NOV58,41.0,4,16.0,38.819,No,154.796,Yes,M,z_High School,z_Blue Collar,57,Commercial,27.91,10,Panel Truck,yes,4.858,2,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1444,76098830,0,01MAR49,50.0,0,11.0,176.68,No,0.0,Yes,M,PhD,0,20,Commercial,35.19,1,Panel Truck,yes,0.0,0,No,0,0.0,15.0,0,z_Highly Rural/ Rural,2.0
1445,191509516,0,14NOV54,45.0,0,12.0,20.85,No,129.556,Yes,z_F,z_High School,Clerical,48,Commercial,17.92,9,z_SUV,no,0.0,0,No,1,0.0,1.0,0,z_Highly Rural/ Rural,1.0
1446,695212192,0,05JUN42,57.0,0,12.0,55.119,No,232.678,Yes,M,Masters,Lawyer,29,Private,12.71,6,Minivan,yes,0.0,0,No,2,0.0,14.0,0,Highly Urban/ Urban,3.0
1447,321984667,0,12JUN47,52.0,0,14.0,27.616,No,167.006,Yes,M,Masters,Lawyer,49,Private,9.46,7,Minivan,yes,0.0,0,No,0,0.0,10.0,0,Highly Urban/ Urban,2.0
1448,807596757,0,08JAN59,40.0,1,9.0,44.138,Yes,0.0,z_No,M,z_High School,z_Blue Collar,46,Commercial,22.59,6,Panel Truck,no,1.799,4,No,2,0.0,1.0,0,Highly Urban/ Urban,1.0
1449,969843061,0,23MAR45,54.0,0,12.0,155.634,No,418.686,Yes,M,Masters,0,5,Commercial,26.2,6,Panel Truck,yes,0.0,0,No,0,0.0,11.0,0,Highly Urban/ Urban,2.0
1450,932313066,0,30JAN54,45.0,0,9.0,38.29,No,157.907,Yes,M,z_High School,z_Blue Collar,39,Commercial,9.83,9,Pickup,no,1.434,2,No,0,0.0,8.0,0,Highly Urban/ Urban,1.0
1451,134483089,0,07MAY67,32.0,1,10.0,38.5,Yes,0.0,z_No,z_F,Bachelors,Clerical,12,Private,8.55,1,z_SUV,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,0.0
1452,108660852,0,13SEP57,42.0,2,14.0,46.751,No,177.328,Yes,z_F,Masters,Manager,30,Private,22.04,11,Minivan,no,0.0,0,No,0,0.0,14.0,0,Highly Urban/ Urban,1.0
1453,914531962,0,12JAN66,33.0,3,0.0,0.0,Yes,0.0,z_No,z_F,<High School,Home Maker,34,Private,7.81,1,Sports Car,no,31.379,5,Yes,5,3.44,6.0,1,Highly Urban/ Urban,0.0
1454,133788563,0,03SEP46,53.0,0,13.0,0.0,No,281.482,Yes,M,PhD,0,38,Commercial,24.28,6,Panel Truck,yes,0.0,0,No,0,0.0,10.0,0,Highly Urban/ Urban,2.0
1455,380586703,0,04JUL50,49.0,0,12.0,169.708,No,0.0,z_No,M,PhD,Manager,23,Commercial,32.53,1,Panel Truck,yes,0.0,0,No,0,0.0,10.0,0,Highly Urban/ Urban,2.0
1456,916882613,0,14JUN58,41.0,0,13.0,49.208,No,204.795,Yes,M,Bachelors,Professional,57,Private,21.91,3,Minivan,yes,0.0,0,No,0,0.0,8.0,0,z_Highly Rural/ Rural,1.0
1457,324180718,0,31AUG47,52.0,0,5.0,54.545,No,0.0,z_No,z_F,Bachelors,Manager,30,Private,17.93,1,Sports Car,no,4.037,1,No,0,0.0,10.0,0,Highly Urban/ Urban,2.0
1458,677361872,0,23MAY54,45.0,1,6.0,153.565,Yes,435.509,z_No,z_F,Masters,Manager,11,Private,31.11,1,z_SUV,no,0.0,0,No,0,0.0,13.0,0,Highly Urban/ Urban,1.0
1459,474660100,1,14NOV59,40.0,3,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Student,31,Commercial,11.84,10,Sports Car,no,30.363,2,Yes,0,0.0,9.0,0,Highly Urban/ Urban,1.0
1460,673769477,0,14FEB51,48.0,0,6.0,93.543,No,289.825,Yes,M,z_High School,z_Blue Collar,9,Commercial,38.21,6,Minivan,yes,0.0,0,No,2,0.0,1.0,0,Highly Urban/ Urban,2.0
1461,300309325,2,08MAY59,40.0,2,5.0,16.575,No,158.72,Yes,M,z_High School,Clerical,34,Private,7.16,3,Pickup,yes,0.0,0,No,2,6.111,1.0,1,Highly Urban/ Urban,1.0
1462,449470891,0,03MAR60,39.0,0,0.0,0.0,No,82.62,Yes,z_F,PhD,Home Maker,47,Private,15.29,10,Sports Car,no,1.344,4,No,5,0.0,12.0,0,Highly Urban/ Urban,1.0
1463,426213310,0,24AUG46,53.0,0,6.0,59.144,No,205.862,Yes,M,PhD,Manager,24,Private,14.87,3,Minivan,no,0.0,0,Yes,0,0.0,13.0,0,Highly Urban/ Urban,2.0
1464,732669578,0,17OCT45,54.0,0,12.0,103.454,No,303.05,Yes,M,Masters,Lawyer,45,Private,26.42,1,Minivan,no,5.555,3,No,4,0.0,10.0,0,Highly Urban/ Urban,2.0
1465,664787627,0,25FEB57,42.0,0,13.0,77.737,No,238.724,Yes,z_F,Bachelors,Manager,27,Private,13.47,6,Minivan,no,0.0,0,No,0,0.0,11.0,0,Highly Urban/ Urban,1.0
1466,912708702,0,14JAN54,45.0,0,10.0,67.263,No,212.757,Yes,M,Bachelors,Professional,50,Commercial,32.27,7,Panel Truck,no,0.0,0,Yes,0,1.335,0.0,1,Highly Urban/ Urban,1.0
1467,897459797,0,05JUL49,50.0,0,14.0,123.536,No,327.205,Yes,z_F,Masters,Manager,25,Private,19.88,10,z_SUV,no,0.0,0,No,0,0.0,0.0,0,Highly Urban/ Urban,2.0
1468,19803940,0,27AUG61,38.0,0,9.0,51.996,No,223.035,Yes,M,z_High School,Professional,46,Private,11.33,11,Pickup,no,2.721,4,No,1,0.0,1.0,0,z_Highly Rural/ Rural,1.0
1469,846650640,0,26JUN70,29.0,1,9.0,445.0,Yes,97.183,z_No,z_F,Bachelors,Home Maker,32,Private,16.06,10,z_SUV,no,2.555,3,No,0,27.254,13.0,1,Highly Urban/ Urban,0.0
1470,971183458,0,08OCT57,42.0,1,7.0,139.335,Yes,0.0,z_No,z_F,PhD,Manager,29,Private,3.47,10,z_SUV,no,9.828,1,No,5,0.0,14.0,0,Highly Urban/ Urban,1.0
1471,154474118,0,28DEC52,46.0,0,10.0,131.26,No,0.0,z_No,M,PhD,Lawyer,22,Private,19.23,7,Minivan,no,0.0,0,No,0,0.0,20.0,0,Highly Urban/ Urban,1.0
1472,22977160,0,23OCT53,46.0,0,11.0,45.372,No,236.719,Yes,M,z_High School,z_Blue Collar,24,Commercial,22.79,4,Panel Truck,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1473,422058524,0,11DEC69,29.0,1,3.0,17.12,Yes,117.426,z_No,M,z_High School,Clerical,20,Private,6.97,4,Pickup,yes,26.023,1,Yes,4,0.0,1.0,0,Highly Urban/ Urban,0.0
1474,615977634,0,08SEP52,47.0,0,14.0,62.048,No,0.0,z_No,M,<High School,z_Blue Collar,24,Private,12.4,1,Minivan,no,19.899,1,No,5,0.0,1.0,0,Highly Urban/ Urban,2.0
1475,791714037,0,25JUN50,49.0,0,0.0,0.0,No,0.0,z_No,z_F,Bachelors,Home Maker,23,Private,6.4,6,Sports Car,no,0.0,0,No,1,0.0,8.0,0,z_Highly Rural/ Rural,2.0
1476,129139807,0,02MAY64,35.0,0,9.0,67.298,No,182.676,Yes,z_F,Masters,0,24,Commercial,15.86,17,Pickup,no,0.0,0,No,1,0.0,10.0,0,Highly Urban/ Urban,0.0
1477,981711560,0,01AUG49,50.0,0,14.0,40.447,No,192.99,Yes,M,z_High School,z_Blue Collar,19,Commercial,5.54,7,Pickup,no,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,2.0
1478,616823528,1,24DEC54,44.0,2,2.0,68.081,Yes,221.459,z_No,z_F,Masters,Manager,32,Private,25.04,6,Sports Car,no,47.837,1,Yes,6,0.0,18.0,0,Highly Urban/ Urban,1.0
1479,233495103,0,03MAY59,40.0,0,12.0,114.853,No,326.499,Yes,z_F,PhD,Doctor,16,Private,11.97,1,z_SUV,no,0.0,0,No,2,0.0,7.0,0,Highly Urban/ Urban,1.0
1480,12215659,0,22MAR63,36.0,0,7.0,39.376,No,142.985,Yes,z_F,z_High School,Home Maker,47,Private,9.04,10,Sports Car,no,4.905,1,No,4,0.0,5.0,0,Highly Urban/ Urban,0.0
1481,682070202,0,03JUL49,50.0,0,0.0,50.71,No,203.217,Yes,M,Bachelors,Manager,28,Private,11.57,7,Pickup,no,11.653,3,No,1,0.0,9.0,0,Highly Urban/ Urban,2.0
1482,463973936,2,04OCT57,42.0,2,17.0,51.608,No,169.843,Yes,z_F,z_High School,Clerical,35,Private,10.86,3,z_SUV,no,7.497,1,No,5,16.012,1.0,1,Highly Urban/ Urban,1.0
1483,102411690,0,15SEP47,52.0,0,13.0,77.351,No,187.879,Yes,M,Masters,0,51,Commercial,6.7,10,Pickup,yes,5.984,2,No,6,1.07,16.0,1,Highly Urban/ Urban,2.0
1484,833440071,0,19APR56,43.0,0,0.0,0.0,No,97.754,z_No,M,z_High School,Student,22,Commercial,8.03,7,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,1.0
1485,553406557,0,14JUN58,41.0,0,10.0,18.523,No,0.0,z_No,z_F,<High School,Clerical,27,Private,9.4,13,z_SUV,no,9.642,3,No,2,4.277,5.0,1,Highly Urban/ Urban,1.0
1486,707516093,0,15JUN58,41.0,1,14.0,2.346,Yes,0.0,z_No,z_F,<High School,Student,13,Private,5.83,11,Sports Car,no,8.521,2,No,0,0.0,6.0,0,Highly Urban/ Urban,1.0
1487,252101012,0,15FEB50,49.0,0,11.0,52.485,No,0.0,z_No,M,Masters,Lawyer,40,Private,19.83,4,Van,yes,0.0,0,No,3,6.431,18.0,1,Highly Urban/ Urban,2.0
1488,658408108,0,24MAR45,54.0,0,9.0,71.53,No,0.0,z_No,z_F,Bachelors,Manager,50,Private,23.87,7,z_SUV,no,5.971,5,No,0,0.0,13.0,0,Highly Urban/ Urban,2.0
1489,729461059,0,11JUL53,46.0,0,12.0,53.694,No,193.057,Yes,z_F,z_High School,z_Blue Collar,75,Commercial,11.53,1,Sports Car,no,0.0,0,No,2,0.0,1.0,0,z_Highly Rural/ Rural,1.0
1490,393144283,0,18MAY68,31.0,1,12.0,65.651,No,288.294,Yes,M,Masters,0,32,Commercial,17.76,6,Van,yes,29.471,2,Yes,0,7.035,18.0,1,Highly Urban/ Urban,0.0
1491,35513355,0,23APR57,42.0,0,0.0,0.0,No,0.0,Yes,M,Bachelors,Student,13,Commercial,5.7,10,Pickup,no,0.0,0,No,5,5.11,1.0,1,Highly Urban/ Urban,1.0
1492,482259429,0,15JUL36,63.0,0,0.0,0.0,No,111.129,Yes,z_F,PhD,Home Maker,33,Private,10.44,3,Sports Car,no,2.482,2,No,0,0.0,15.0,0,Highly Urban/ Urban,3.0
1493,312709390,0,23JUL68,31.0,1,5.0,11.878,No,110.65,Yes,z_F,PhD,Manager,17,Private,11.53,1,z_SUV,no,8.837,1,No,2,0.0,0.0,0,Highly Urban/ Urban,0.0
1494,772841920,0,31MAY45,54.0,0,14.0,81.524,No,0.0,z_No,M,Masters,Lawyer,50,Private,10.65,1,Pickup,no,0.0,0,Yes,0,5.485,15.0,1,Highly Urban/ Urban,2.0
1495,821161543,0,10FEB49,50.0,0,12.0,126.172,No,0.0,z_No,M,Masters,Lawyer,43,Private,14.12,6,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Highly Urban/ Urban,2.0
1496,220218421,0,26NOV55,43.0,2,0.0,0.0,No,117.111,Yes,z_F,<High School,Home Maker,44,Private,5.8,6,Sports Car,no,4.959,1,No,3,1.438,6.0,1,Highly Urban/ Urban,1.0
1497,164038394,1,19JUL57,42.0,1,10.0,63.994,No,295.428,Yes,M,z_High School,z_Blue Collar,30,Commercial,18.75,1,Van,yes,0.0,0,No,4,0.0,1.0,0,Highly Urban/ Urban,1.0
1498,523359906,0,19AUG66,33.0,1,14.0,46.78,No,142.43,Yes,M,z_High School,Clerical,38,Commercial,9.48,9,Pickup,yes,6.937,2,No,5,9.623,1.0,1,Highly Urban/ Urban,0.0
1499,957331189,0,11MAR43,56.0,0,14.0,38.924,No,183.89,Yes,z_F,Masters,Lawyer,49,Private,5.39,6,Sports Car,no,0.0,0,No,1,2.505,16.0,1,Highly Urban/ Urban,2.0
1500,246148879,0,06SEP46,53.0,0,12.0,90.887,No,0.0,z_No,M,Bachelors,z_Blue Collar,37,Commercial,18.24,4,Van,yes,0.0,0,No,0,0.0,12.0,0,Highly Urban/ Urban,2.0
1501,605097577,0,22JUN56,43.0,2,11.0,124.814,Yes,0.0,z_No,M,z_High School,z_Blue Collar,15,Commercial,31.14,7,Panel Truck,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban,1.0
1502,149193954,0,22AUG59,40.0,0,0.0,89.448,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,14.92,10,z_SUV,no,0.0,0,No,0,0.0,7.0,0,z_Highly Rural/ Rural,1.0
1503,123753668,0,20JUN57,42.0,2,0.0,82.981,No,265.823,Yes,M,z_High School,z_Blue Collar,63,Private,14.56,6,Minivan,yes,0.0,0,No,0,0.0,5.0,0,z_Highly Rural/ Rural,1.0
1504,955389968,1,22MAY56,43.0,1,13.0,65.779,No,190.317,Yes,z_F,Masters,Professional,29,Private,14.85,1,z_SUV,no,35.737,3,Yes,4,4.415,17.0,1,Highly Urban/ Urban,1.0
1505,173536416,1,27JUL63,36.0,2,0.0,0.0,No,0.0,Yes,M,<High School,Student,26,Private,12.37,10,Minivan,no,3.373,2,No,1,6.673,1.0,1,Highly Urban/ Urban,0.0
1506,560240002,0,23DEC65,33.0,1,9.0,9.53,No,0.0,Yes,z_F,z_High School,Student,25,Private,10.27,7,z_SUV,no,1.108,3,No,5,0.0,9.0,0,Highly Urban/ Urban,0.0
1507,431253954,0,07DEC45,53.0,0,12.0,79.183,No,259.874,Yes,z_F,z_High School,Manager,25,Private,16.61,7,z_SUV,no,0.0,0,No,0,0.0,7.0,0,Highly Urban/ Urban,2.0
1508,279101918,0,31DEC55,43.0,0,12.0,13.349,No,140.323,Yes,M,<High School,Clerical,45,Commercial,9.47,4,Pickup,no,0.0,0,No,3,6.761,6.0,1,Highly Urban/ Urban,1.0
1509,105992679,0,08JUL45,54.0,0,7.0,221.413,No,511.661,Yes,M,Masters,Lawyer,17,Private,35.76,4,Minivan,no,0.0,0,No,0,0.0,17.0,0,Highly Urban/ Urban,2.0
1510,171256104,0,02APR58,41.0,2,16.0,74.4,No,278.185,Yes,z_F,Masters,Lawyer,5,Private,13.25,4,Sports Car,no,0.0,0,No,0,0.0,17.0,0,Highly Urban/ Urban,1.0
1511,386884607,0,19JAN66,33.0,1,11.0,12.921,Yes,129.916,z_No,z_F,<High School,Clerical,5,Private,4.9,7,z_SUV,no,0.0,0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,0.0
1512,733718803,0,10OCT61,38.0,2,11.0,43.036,Yes,0.0,z_No,M,z_High School,z_Blue Collar,49,Commercial,9.6,6,Pickup,yes,4.111,1,No,0,4.368,4.0,1,Highly Urban/ Urban,1.0
1513,324371208,0,02DEC39,59.0,0,11.0,123.969,No,347.418,Yes,M,Masters,0,35,Commercial,31.54,1,Panel Truck,no,0.0,0,No,1,0.0,0.0,0,Highly Urban/ Urban,3.0
