;ID;KIDSDRIV;AGE;HOMEKIDS;YOJ;INCOME;PARENT1;HOME_VAL;MSTATUS;GENDER;EDUCATION;OCCUPATION;TRAVTIME;CAR_USE;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;URBANICITY;OG_DATA
976;233104477;0;37;0;11;90295;FAŁSZ;240194;PRAWDA;F;Bachelors;Manager;25;Private;14890;12;SUV;FAŁSZ;0;0;PRAWDA;0;0;14;FAŁSZ;Highly Urban/ Urban;1
977;762271373;0;51;0;14;121900;FAŁSZ;392573;PRAWDA;M;Masters;Lawyer;56;Private;14740;1;Minivan;FAŁSZ;5519;1;FAŁSZ;4;0;15;FAŁSZ;Highly Urban/ Urban;1
978;646644539;1;35;2;5;71424;PRAWDA;224831;FAŁSZ;M;Masters;Lawyer;32;Private;18390;11;Minivan;PRAWDA;0;0;FAŁSZ;1;0;21;FAŁSZ;Highly Urban/ Urban;1
979;884881408;0;54;0;9;94995;FAŁSZ;301004;PRAWDA;F;PhD;Clerical;42;Commercial;33700;7;Minivan;PRAWDA;5172;1;FAŁSZ;6;0;10;FAŁSZ;Highly Rural/ Rural;1
980;91970915;1;36;2;9;21873;PRAWDA;118100;FAŁSZ;M;<High School;Clerical;27;Private;7290;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
981;290532681;0;48;0;5;92868;FAŁSZ;256927;PRAWDA;F;Masters;Manager;39;Private;15590;7;SUV;FAŁSZ;0;0;FAŁSZ;2;0;9;FAŁSZ;Highly Urban/ Urban;1
982;604014833;0;53;0;10;185291;FAŁSZ;475137;PRAWDA;F;PhD;Manager;49;Private;22070;17;Pickup;FAŁSZ;0;0;FAŁSZ;3;0;12;FAŁSZ;Highly Urban/ Urban;1
983;297184888;0;38;0;12;97821;FAŁSZ;268333;PRAWDA;M;Masters;Manager;39;Private;15080;7;Minivan;FAŁSZ;0;0;FAŁSZ;3;0;10;FAŁSZ;Highly Urban/ Urban;1
984;946150116;0;48;0;15;24503;FAŁSZ;141398;FAŁSZ;M;<High School;Blue Collar;39;Commercial;20350;1;Van;PRAWDA;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Rural/ Rural;1
985;75005626;0;41;0;9;18939;FAŁSZ;0;FAŁSZ;M;<High School;Blue Collar;50;Private;5600;1;Minivan;FAŁSZ;41669;3;PRAWDA;1;2553;1;PRAWDA;Highly Urban/ Urban;1
986;438313427;0;44;0;13;102872;FAŁSZ;345288;FAŁSZ;M;Bachelors;Professional;38;Private;5960;7;Pickup;PRAWDA;0;0;PRAWDA;1;0;17;FAŁSZ;Highly Urban/ Urban;1
987;834417714;0;48;0;12;59334;FAŁSZ;208034;FAŁSZ;M;Bachelors;Blue Collar;50;Private;12230;3;Minivan;PRAWDA;0;0;FAŁSZ;3;0;11;FAŁSZ;Highly Urban/ Urban;1
988;202517761;0;38;0;11;48207;FAŁSZ;179539;FAŁSZ;F;High School;Clerical;38;Private;10120;3;SUV;FAŁSZ;1842;3;FAŁSZ;4;22180;8;PRAWDA;Highly Urban/ Urban;1
989;170332960;0;32;2;0;0;PRAWDA;0;FAŁSZ;F;High School;Home Maker;28;Private;10120;1;SUV;FAŁSZ;3928;2;FAŁSZ;1;2398;8;PRAWDA;Highly Urban/ Urban;1
990;339409075;0;45;0;10;96708;FAŁSZ;272829;PRAWDA;F;Bachelors;Blue Collar;29;Commercial;7880;4;SUV;FAŁSZ;4148;2;FAŁSZ;7;0;9;FAŁSZ;Highly Urban/ Urban;1
991;520479444;0;25;0;0;0;FAŁSZ;110722;PRAWDA;M;High School;Student;37;Private;4000;1;Minivan;PRAWDA;4920;1;FAŁSZ;3;0;1;FAŁSZ;Highly Rural/ Rural;0
992;937101626;0;48;0;12;30377;FAŁSZ;137865;PRAWDA;F;High School;Blue Collar;29;Commercial;6300;1;SUV;FAŁSZ;0;0;PRAWDA;0;5600;12;PRAWDA;Highly Urban/ Urban;1
993;735675417;0;30;0;0;0;FAŁSZ;0;FAŁSZ;F;High School;Home Maker;18;Private;1500;10;Sports Car;FAŁSZ;0;0;FAŁSZ;0;0;7;FAŁSZ;Highly Rural/ Rural;1
994;581610822;0;46;0;10;134752;FAŁSZ;0;FAŁSZ;M;Masters;Doctor;30;Commercial;29930;4;Panel Truck;FAŁSZ;3722;2;FAŁSZ;1;0;13;FAŁSZ;Highly Urban/ Urban;0
995;97502024;0;36;3;15;7585;FAŁSZ;75925;PRAWDA;M;<High School;Student;5;Private;15500;1;Minivan;PRAWDA;6826;2;FAŁSZ;7;0;1;FAŁSZ;Highly Urban/ Urban;1
996;577375929;1;45;1;10;39032;PRAWDA;209556;FAŁSZ;F;Bachelors;Manager;43;Private;10520;1;Sports Car;FAŁSZ;0;0;FAŁSZ;1;0;11;FAŁSZ;Highly Urban/ Urban;1
997;427973991;1;41;2;15;44224;FAŁSZ;158126;PRAWDA;F;Bachelors;Clerical;74;Private;11710;4;Sports Car;FAŁSZ;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Rural/ Rural;1
998;656344335;0;43;0;7;83550;FAŁSZ;0;FAŁSZ;M;Bachelors;Professional;5;Commercial;24950;1;Panel Truck;FAŁSZ;0;0;FAŁSZ;0;0;13;FAŁSZ;Highly Urban/ Urban;1
999;449092328;0;28;2;12;56943;PRAWDA;0;FAŁSZ;M;High School;Clerical;60;Private;5810;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;10;FAŁSZ;Highly Rural/ Rural;1
1000;53576888;0;49;0;6;8252;FAŁSZ;98860;FAŁSZ;M;<High School;Student;42;Private;6400;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Rural/ Rural;1
1001;535896650;0;30;2;12;106722;PRAWDA;0;FAŁSZ;F;Bachelors;Manager;43;Private;26520;7;Sports Car;FAŁSZ;0;0;FAŁSZ;0;3282;13;PRAWDA;Highly Urban/ Urban;1
1002;44950663;2;43;3;14;12284;FAŁSZ;100519;PRAWDA;F;High School;Clerical;43;Private;26710;17;Pickup;FAŁSZ;0;0;FAŁSZ;0;3337;7;PRAWDA;Highly Urban/ Urban;1
1003;660436395;0;52;0;13;92182;FAŁSZ;286479;PRAWDA;F;High School;Blue Collar;55;Commercial;20160;1;Minivan;FAŁSZ;7888;2;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
1004;685516044;0;35;2;10;49299;FAŁSZ;162024;PRAWDA;M;High School;Blue Collar;54;Private;9210;10;Pickup;FAŁSZ;0;0;FAŁSZ;0;0;7;FAŁSZ;Highly Urban/ Urban;1
1005;112320676;0;44;0;12;87190;FAŁSZ;260524;PRAWDA;M;Masters;Lawyer;36;Commercial;24900;3;Panel Truck;PRAWDA;0;0;FAŁSZ;0;0;12;FAŁSZ;Highly Urban/ Urban;0
1006;734265621;0;52;0;14;284898;FAŁSZ;645241;PRAWDA;M;PhD;Manager;33;Commercial;35190;3;Panel Truck;PRAWDA;0;0;FAŁSZ;0;0;19;FAŁSZ;Highly Urban/ Urban;1
1007;299869772;2;42;2;8;57379;PRAWDA;0;FAŁSZ;F;High School;Blue Collar;37;Commercial;9420;6;Sports Car;FAŁSZ;5858;2;FAŁSZ;2;20433;1;PRAWDA;Highly Urban/ Urban;1
1008;157607694;0;41;2;13;63507,2;PRAWDA;0;FAŁSZ;F;High School;Clerical;35;Private;11830;4;SUV;FAŁSZ;7645;2;FAŁSZ;1;6075;1;PRAWDA;Highly Urban/ Urban;0
1009;989828809;0;46;0;5;40264;FAŁSZ;116913;PRAWDA;F;Masters;Professional;5;Private;17940;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;10;FAŁSZ;Highly Urban/ Urban;1
1010;351272937;0;24;4;13,2;0;PRAWDA;0;FAŁSZ;M;High School;Student;58;Commercial;3900;14;Minivan;PRAWDA;0;0;FAŁSZ;3;0;6;FAŁSZ;Highly Rural/ Rural;0
1011;509427828;1;42;2;9;44661;FAŁSZ;28133;PRAWDA;F;Masters;Lawyer;51;Private;25750;1;SUV;FAŁSZ;7637;2;FAŁSZ;3;3753;9;PRAWDA;Highly Urban/ Urban;0
1012;693292141;0;45;0;10,2;78796;FAŁSZ;236707;PRAWDA;M;Masters;Lawyer;24;Private;15950;7;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;15;FAŁSZ;Highly Urban/ Urban;0
1013;450344267;0;23;3;10;27239;PRAWDA;0;FAŁSZ;M;High School;Clerical;53;Private;6520;3;Pickup;PRAWDA;0;0;FAŁSZ;5;2804;1;PRAWDA;Highly Urban/ Urban;1
1014;137281356;0;47;0;7;28654;FAŁSZ;144131;FAŁSZ;M;High School;Professional;22;Private;10990;1;Pickup;PRAWDA;0;0;FAŁSZ;2;0;8;FAŁSZ;Highly Rural/ Rural;1
1015;241830346;0;37;2;9;591;FAŁSZ;0;PRAWDA;F;<High School;Student;42;Private;11370;1;Sports Car;FAŁSZ;0;0;FAŁSZ;4;0;5;FAŁSZ;Highly Rural/ Rural;1
1016;179378595;0;45;2;6;131148;PRAWDA;0;FAŁSZ;M;Bachelors;Professional;19;Private;28400;7;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
1017;405093473;0;65;0;0;0;FAŁSZ;110627;PRAWDA;F;PhD;Home Maker;43;Private;16830;6;SUV;FAŁSZ;0;0;FAŁSZ;0;0;13;FAŁSZ;Highly Rural/ Rural;1
1018;508605858;0;45;3;14;227092;PRAWDA;544976;FAŁSZ;M;PhD;Manager;11;Commercial;31370;1;Panel Truck;PRAWDA;0;0;FAŁSZ;0;0;20;FAŁSZ;Highly Urban/ Urban;1
1019;669242372;0;45;2;13;103093;FAŁSZ;323805;PRAWDA;M;Masters;Professional;31;Private;14830;6;Minivan;PRAWDA;0;0;FAŁSZ;0;0;16;FAŁSZ;Highly Urban/ Urban;1
1020;141677056;0;45;1;15;91898;FAŁSZ;318207;PRAWDA;M;Masters;Lawyer;47;Private;16190;14;Minivan;PRAWDA;0;0;FAŁSZ;2;0;11;FAŁSZ;Highly Urban/ Urban;1
1021;61970712;0;45;0;9;107537;FAŁSZ;295463;PRAWDA;M;Masters;Lawyer;30;Private;16820;4;Van;PRAWDA;0;0;FAŁSZ;0;0;12;FAŁSZ;Highly Urban/ Urban;1
1022;550890153;0;55;0;12;87793;FAŁSZ;285139;PRAWDA;M;Masters;Manager;60;Commercial;38340;4;Panel Truck;FAŁSZ;0;0;FAŁSZ;0;0;16;FAŁSZ;Highly Urban/ Urban;1
1023;386767475;1;42;3;13;42891;FAŁSZ;197173;PRAWDA;F;High School;Clerical;26;Private;22150;15;SUV;FAŁSZ;3790;2;FAŁSZ;0;2088;6;PRAWDA;Highly Urban/ Urban;1
1024;535150620;0;43;0;12;66101;FAŁSZ;247991;PRAWDA;F;Masters;Lawyer;42;Private;12410;1;SUV;FAŁSZ;0;0;FAŁSZ;0;2479;14;PRAWDA;Highly Urban/ Urban;1
1025;437754829;2;36;3;6;26011;FAŁSZ;133863;PRAWDA;M;<High School;Blue Collar;41;Private;18290;6;Minivan;FAŁSZ;0;0;PRAWDA;0;0;1;FAŁSZ;Highly Urban/ Urban;1
1026;847570626;0;54;0;16;19394;FAŁSZ;158811;PRAWDA;M;Masters;Manager;51;Private;11550;10;Pickup;PRAWDA;0;0;FAŁSZ;0;0;9;FAŁSZ;Highly Urban/ Urban;1
1027;65565555;0;49;0;16;70497;FAŁSZ;198019;PRAWDA;F;Bachelors;Professional;5;Private;6400;4;SUV;FAŁSZ;0;0;FAŁSZ;3;0;11;FAŁSZ;Highly Urban/ Urban;1
1028;988703393;0;26;3;11;28726;FAŁSZ;119210;PRAWDA;M;High School;Clerical;40;Private;17370;1;Van;FAŁSZ;7081;3;FAŁSZ;0;4544;9;PRAWDA;Highly Rural/ Rural;1
1029;474290004;0;30;0;11;112687;FAŁSZ;292964;FAŁSZ;M;High School;Manager;24;Private;12770;1;Minivan;PRAWDA;0;0;FAŁSZ;0;9863;1;PRAWDA;Highly Urban/ Urban;1
1030;536804471;0;39;0;11;107949;FAŁSZ;273486;FAŁSZ;F;Bachelors;Professional;49;Private;7330;10;SUV;FAŁSZ;8043;2;FAŁSZ;6;0;11;FAŁSZ;Highly Urban/ Urban;1
1031;197143019;1;52;1;12;50726;PRAWDA;220288;FAŁSZ;M;Bachelors;Manager;12;Private;1500;7;Minivan;FAŁSZ;0;0;FAŁSZ;0;3971;10;PRAWDA;Highly Urban/ Urban;1
1032;736936242;0;59;0;13;83937;FAŁSZ;243854;PRAWDA;M;Bachelors;Blue Collar;52;Commercial;28250;4;Sports Car;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
1033;467907264;0;33;2;14;54109;FAŁSZ;198173;PRAWDA;F;High School;Blue Collar;28;Commercial;8700;4;SUV;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
1034;181829322;0;45;2;16;63479;FAŁSZ;218781;PRAWDA;F;Bachelors;Professional;23;Private;24510;1;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;14;FAŁSZ;Highly Urban/ Urban;1
1035;234713782;0;45;3;16;32959;FAŁSZ;124867;PRAWDA;M;<High School;Blue Collar;32;Commercial;18400;6;Van;FAŁSZ;0;0;FAŁSZ;1;0;2;FAŁSZ;Highly Rural/ Rural;1
1036;111008804;0;39;0;10;106944;FAŁSZ;0;FAŁSZ;F;Bachelors;Blue Collar;21;Private;19960;10;SUV;FAŁSZ;0;0;FAŁSZ;0;0;12;FAŁSZ;Highly Urban/ Urban;1
1037;363221604;0;44;0;6;84736;FAŁSZ;222348;PRAWDA;F;Masters;Lawyer;10;Private;7930;11;SUV;FAŁSZ;2772;2;FAŁSZ;3;0;17;FAŁSZ;Highly Urban/ Urban;1
1038;304736924;0;56;0;14;63535;FAŁSZ;0;FAŁSZ;F;High School;Blue Collar;51;Commercial;13450;11;Sports Car;FAŁSZ;30094;4;PRAWDA;1;2160;4;PRAWDA;Highly Urban/ Urban;1
1039;528286303;0;40;0;11;4404;FAŁSZ;0;FAŁSZ;F;Masters;Home Maker;54;Private;10400;4;Minivan;FAŁSZ;21205;2;FAŁSZ;1;0;17;FAŁSZ;Highly Urban/ Urban;1
1040;109104767;0;50;0;7;62069;FAŁSZ;227214;PRAWDA;M;Bachelors;Manager;30;Private;12710;10;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Urban/ Urban;1
1041;524414536;0;31;1;10;26119;FAŁSZ;0;PRAWDA;F;Bachelors;Student;47;Private;7210;4;SUV;FAŁSZ;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
1042;396881068;0;57;0;7;93870;FAŁSZ;302628;PRAWDA;M;Masters;Manager;16;Private;16870;11;Van;PRAWDA;0;0;FAŁSZ;0;0;14;FAŁSZ;Highly Urban/ Urban;1
1043;147215888;0;57;0;10;216985;FAŁSZ;0;FAŁSZ;F;PhD;Doctor;40;Commercial;20590;1;Pickup;FAŁSZ;0;0;FAŁSZ;5;1645;13;PRAWDA;Highly Urban/ Urban;0
1044;742200775;0;51;0;11;54920;FAŁSZ;0;FAŁSZ;F;Masters;Lawyer;31;Private;33400;6;Minivan;FAŁSZ;0;0;FAŁSZ;1;0;10;FAŁSZ;Highly Urban/ Urban;1
1045;994001102;0;49;0;13;66196;FAŁSZ;229425;PRAWDA;M;Bachelors;Professional;17;Private;8550;4;Pickup;PRAWDA;28274;2;FAŁSZ;0;0;11;FAŁSZ;Highly Urban/ Urban;1
1046;738003591;0;47;0;11;77501;FAŁSZ;223491;PRAWDA;M;High School;Professional;66;Private;21030;4;Minivan;PRAWDA;8657;2;FAŁSZ;2;0;12;FAŁSZ;Highly Urban/ Urban;1
1047;403517745;0;38;2;15;136334;PRAWDA;340085;FAŁSZ;F;Bachelors;Manager;23;Private;21130;13;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;12;FAŁSZ;Highly Urban/ Urban;1
1048;335505768;0;70;0;14;12280;FAŁSZ;0;FAŁSZ;F;High School;Manager;18;Private;27040;10;SUV;FAŁSZ;2080;1;FAŁSZ;3;0;6;FAŁSZ;Highly Urban/ Urban;1
1049;64132133;0;53;0;12;176037;FAŁSZ;496550;PRAWDA;F;Masters;Lawyer;18;Private;41180;1;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;16;FAŁSZ;Highly Urban/ Urban;1
1050;866100928;0;58;0;13;103555;FAŁSZ;322978;FAŁSZ;F;Masters;Lawyer;49;Private;30580;1;Sports Car;FAŁSZ;0;0;FAŁSZ;0;6418;17;PRAWDA;Highly Rural/ Rural;1
1051;8649966;0;39;0;13;53174;FAŁSZ;90212;PRAWDA;M;High School;Clerical;7;Commercial;5480;1;Pickup;PRAWDA;2904;2;FAŁSZ;1;1185;1;PRAWDA;Highly Urban/ Urban;0
1052;3246903;0;32;5;0;0;FAŁSZ;0;PRAWDA;M;<High School;Student;24;Private;4700;4;Minivan;PRAWDA;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
1053;387139563;0;37;1;9;67175;PRAWDA;0;FAŁSZ;F;PhD;Lawyer;40;Private;23340;9;Pickup;FAŁSZ;0;0;FAŁSZ;5;0;22;FAŁSZ;Highly Urban/ Urban;1
1054;302381933;0;48;0;9;40408;FAŁSZ;0;FAŁSZ;F;High School;Clerical;24;Private;5540;4;Sports Car;FAŁSZ;0;0;PRAWDA;1;4456;1;PRAWDA;Highly Urban/ Urban;1
1055;541831702;0;37;0;11;24447;FAŁSZ;143909;PRAWDA;F;Masters;Lawyer;25;Private;19720;4;SUV;FAŁSZ;0;0;PRAWDA;3;0;13;FAŁSZ;Highly Urban/ Urban;1
1056;573494104;0;44;1;16;35794;FAŁSZ;87721;PRAWDA;F;PhD;Manager;40;Private;13050;6;Sports Car;FAŁSZ;45337;1;PRAWDA;3;0;18;FAŁSZ;Highly Urban/ Urban;1
1057;114135074;0;47;0;12;143716;FAŁSZ;379399;PRAWDA;F;PhD;Manager;23;Commercial;38120;1;Panel Truck;FAŁSZ;0;0;FAŁSZ;2;0;16;FAŁSZ;Highly Urban/ Urban;1
1058;400710320;0;45;2;13;72727;FAŁSZ;246002;PRAWDA;F;Bachelors;Professional;24;Private;13210;10;SUV;FAŁSZ;0;0;FAŁSZ;2;0;10;FAŁSZ;Highly Urban/ Urban;1
1059;232648329;0;54;0;12;87129,2;FAŁSZ;296150;PRAWDA;M;PhD;Manager;22;Commercial;25520;10;Panel Truck;FAŁSZ;0;0;FAŁSZ;1;0;14;FAŁSZ;Highly Urban/ Urban;0
1060;745121955;0;50;0;12;227493;FAŁSZ;559830;FAŁSZ;F;PhD;Doctor;50;Commercial;6500;1;Pickup;FAŁSZ;0;0;FAŁSZ;3;0;16;FAŁSZ;Highly Urban/ Urban;0
1061;872661512;0;47;0;11;63239;FAŁSZ;227786;PRAWDA;F;<High School;Clerical;22;Private;7820;17;SUV;FAŁSZ;8752;2;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
1062;570595259;0;39;2;13;26840;PRAWDA;143884;FAŁSZ;M;Masters;Lawyer;26;Private;21950;1;Van;FAŁSZ;5477;3;FAŁSZ;4;0;9;FAŁSZ;Highly Urban/ Urban;1
1063;93202709;0;31;2;7;35053;PRAWDA;125625;FAŁSZ;M;High School;Blue Collar;28;Commercial;12860;10;Minivan;PRAWDA;0;0;PRAWDA;1;3920;1;PRAWDA;Highly Urban/ Urban;1
1064;138657379;0;40;0;11;87967;FAŁSZ;260892;PRAWDA;M;Masters;Professional;49;Private;14300;10;Minivan;PRAWDA;0;0;PRAWDA;0;0;11;FAŁSZ;Highly Urban/ Urban;1
1065;599662759;0;38;2;9;100355;PRAWDA;0;FAŁSZ;M;Masters;Lawyer;36;Commercial;28670;1;Panel Truck;PRAWDA;0;0;FAŁSZ;1;0;17;FAŁSZ;Highly Rural/ Rural;0
1066;422155941;0;51;0;0;0;FAŁSZ;100658;PRAWDA;F;High School;Home Maker;30;Private;11750;7;Sports Car;FAŁSZ;0;0;FAŁSZ;3;4025;9,4;PRAWDA;Highly Urban/ Urban;0
1067;642590788;0;41;2;9;53069,8;FAŁSZ;448442;PRAWDA;M;PhD;Doctor;26;Private;11740;1;Pickup;FAŁSZ;0;0;FAŁSZ;1;0;20;FAŁSZ;Highly Urban/ Urban;0
1068;527670758;0;58;0;13;86647;FAŁSZ;310620;PRAWDA;M;Bachelors;Professional;88;Private;22420;4;Van;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
1069;858295286;0;54;0;11,6;70008;FAŁSZ;0;FAŁSZ;F;Masters;Lawyer;18;Private;15480;6;SUV;FAŁSZ;0;0;FAŁSZ;0;0;14;FAŁSZ;Highly Rural/ Rural;0
1070;964324469;0;47;0;5;68602;FAŁSZ;0;FAŁSZ;M;<High School;Blue Collar;36;Commercial;6200;1;Pickup;PRAWDA;9136;4;FAŁSZ;2;5103;4;PRAWDA;Highly Urban/ Urban;1
1071;75318000;0;29;3;8;62116;PRAWDA;0;FAŁSZ;F;Bachelors;Student;11;Commercial;1500;1;SUV;FAŁSZ;3165;3;FAŁSZ;1;0;6;FAŁSZ;Highly Urban/ Urban;1
1072;135293295;0;38;0;8;44575;FAŁSZ;164145;PRAWDA;F;Bachelors;Professional;31;Private;9760;11;SUV;FAŁSZ;3787;4;PRAWDA;4;0;6;FAŁSZ;Highly Urban/ Urban;1
1073;63207789;0;47;0;11;30452;FAŁSZ;150468;PRAWDA;M;<High School;Blue Collar;34;Commercial;21210;1;Van;PRAWDA;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
1074;5849652;0;50;0;11;72930;FAŁSZ;275761;FAŁSZ;F;High School;Blue Collar;71;Commercial;13790;1;SUV;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
1075;419976048;0;46;0;3;16717;FAŁSZ;0;FAŁSZ;M;Bachelors;Student;45;Private;15520;10;Minivan;PRAWDA;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Urban/ Urban;1
1076;341162899;0;41;0;0;0;FAŁSZ;0;FAŁSZ;M;Bachelors;Student;18;Commercial;6610;1;Pickup;PRAWDA;3825;2;PRAWDA;1;0;1;FAŁSZ;Highly Rural/ Rural;1
1077;301425743;1;41;3;10;13964,8;FAŁSZ;177004;PRAWDA;M;Bachelors;Professional;26;Private;19750;9;Van;FAŁSZ;0;0;FAŁSZ;0;0;7;FAŁSZ;Highly Rural/ Rural;0
1078;817016721;0;46;1;11;69350;FAŁSZ;254858;PRAWDA;M;Bachelors;Blue Collar;42;Commercial;13030;6;Minivan;FAŁSZ;1699;1;FAŁSZ;6;0;7;FAŁSZ;Highly Urban/ Urban;0
1079;87761316;0;39;2;14;28846;FAŁSZ;151789;PRAWDA;F;Bachelors;Blue Collar;16;Private;26370;1;SUV;FAŁSZ;0;0;FAŁSZ;2;0;8;FAŁSZ;Highly Urban/ Urban;1
1080;910683297;0;49;0;11;99292;FAŁSZ;316705;PRAWDA;M;Masters;Lawyer;48;Private;10190;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;16;FAŁSZ;Highly Urban/ Urban;1
1081;936079965;0;53;0;13;173218;FAŁSZ;492219;FAŁSZ;M;PhD;Doctor;27;Private;18820;1;Van;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Urban/ Urban;1
1082;707689538;0;46;0;14;54340;FAŁSZ;218964;PRAWDA;F;Bachelors;Clerical;45;Private;20320;6;SUV;FAŁSZ;0;0;FAŁSZ;5;0;13;FAŁSZ;Highly Urban/ Urban;1
1083;160730761;1;42;1;13;49120;PRAWDA;197752;FAŁSZ;F;Bachelors;Manager;37;Private;5700;6;SUV;FAŁSZ;1775;1;FAŁSZ;2;0;9;FAŁSZ;Highly Urban/ Urban;1
1084;291166495;0;38;2;12;26074;FAŁSZ;167980;PRAWDA;F;High School;Clerical;22;Private;10500;1;SUV;FAŁSZ;0;0;FAŁSZ;3;0;1;FAŁSZ;Highly Urban/ Urban;1
1085;16166819;0;51;0;0;0;FAŁSZ;87503;PRAWDA;M;High School;Student;16;Commercial;6720;1;Pickup;FAŁSZ;3029;2;FAŁSZ;0;7836;11,4;PRAWDA;Highly Urban/ Urban;0
1086;441009409;0;57;1;14;18306;FAŁSZ;118518;PRAWDA;M;Masters;Home Maker;10;Commercial;11710;9;Pickup;PRAWDA;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Rural/ Rural;0
1087;730441601;0;53;0;13;17424;FAŁSZ;0;PRAWDA;M;Bachelors;Student;39;Commercial;15200;1;Minivan;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
1088;543833421;0;40;3;16;52475;PRAWDA;0;FAŁSZ;F;Masters;Lawyer;9;Private;10750;1;SUV;FAŁSZ;0;0;FAŁSZ;3;6879;16;PRAWDA;Highly Urban/ Urban;1
1089;778454148;0;40;0;10;157263;FAŁSZ;430484;FAŁSZ;M;Masters;Doctor;58;Commercial;21230;6;Van;PRAWDA;0;0;PRAWDA;1;0;18;FAŁSZ;Highly Urban/ Urban;0
1090;298398909;0;62;0;16;103109;FAŁSZ;344523;PRAWDA;M;Masters;Lawyer;41;Private;11810;1;SUV;PRAWDA;0;0;FAŁSZ;0;3288;15;PRAWDA;Highly Urban/ Urban;1
1091;547061152;0;47;0;11;92214;FAŁSZ;266417;FAŁSZ;F;Bachelors;Manager;19;Private;19200;14;SUV;FAŁSZ;5184;2;FAŁSZ;4;0;7;FAŁSZ;Highly Urban/ Urban;1
1092;465602138;0;48;0;13;144515;FAŁSZ;378420;PRAWDA;M;Masters;Lawyer;48;Private;20750;10;Minivan;FAŁSZ;3751;1;FAŁSZ;0;0;21;FAŁSZ;Highly Urban/ Urban;1
1093;237919358;0;46;0;13;63553;FAŁSZ;45560,8;PRAWDA;M;Masters;Blue Collar;39;Commercial;33640;4;Panel Truck;FAŁSZ;37876;2;FAŁSZ;0;0;14;FAŁSZ;Highly Urban/ Urban;0
1094;141869802;0;45;0;0;0;FAŁSZ;0;PRAWDA;F;High School;Student;35;Private;14500;1;SUV;FAŁSZ;9063;3;FAŁSZ;6;3521;9;PRAWDA;Highly Urban/ Urban;1
1095;237014490;0;39;0;6;98997;FAŁSZ;0;FAŁSZ;F;High School;Professional;32;Private;24510;4;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;9;FAŁSZ;Highly Urban/ Urban;1
1096;391478772;0;35;2;14;27446;FAŁSZ;129102;PRAWDA;F;High School;Clerical;23;Private;13410;7;SUV;FAŁSZ;0;0;FAŁSZ;1;0;8;FAŁSZ;Highly Urban/ Urban;1
1097;108491144;0;45;0;12;0;FAŁSZ;0;FAŁSZ;M;Bachelors;Student;22;Commercial;14510;1;Minivan;FAŁSZ;0;0;FAŁSZ;3;0;8;FAŁSZ;Highly Rural/ Rural;0
1098;3988715;0;45;0;12;37846;FAŁSZ;162455;FAŁSZ;F;<High School;Clerical;21;Commercial;20150;4;Pickup;FAŁSZ;0;0;FAŁSZ;1;0;1;FAŁSZ;Highly Rural/ Rural;1
1099;468379423;0;49;0;10;75580;FAŁSZ;222553;PRAWDA;F;Masters;Lawyer;29;Private;17220;4;Sports Car;FAŁSZ;0;0;FAŁSZ;1;0;14;FAŁSZ;Highly Urban/ Urban;1
